"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","phone_service","multiple_lines","internet_service","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","customer_status","churn_category","churn_reason"
"91747-GUJ","Female",52,"Yes","Gujarat",15,26,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal",19.80,1336.65,0.00,0.00,1488.00,2824.65,"Stayed","Others","Others"
"89487-TAM","Male",58,"Yes","Tamil Nadu",8,13,"None","Yes","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal",80.45,6059.40,0.00,130.00,448.56,6637.96,"Stayed","Others","Others"
"25310-DEL","Female",65,"Yes","Delhi",10,34,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",25.45,134.75,0.00,0.00,27.05,161.80,"Stayed","Others","Others"
"85404-KAR","Male",51,"No","Karnataka",15,35,"None","No","No","Yes","DSL","Yes","No","Yes","Yes","Yes","No","No","Yes","Two Year","No","Mailed Check",48.90,3624.80,34.44,0.00,0.00,3590.36,"Stayed","Others","Others"
"78891-BIH","Female",33,"Yes","Bihar",9,15,"Deal 3","Yes","No","Yes","Fiber Optic","No","No","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",89.20,2383.60,0.00,0.00,1069.74,3453.34,"Stayed","Others","Others"
"95773-BIH","Female",56,"Yes","Bihar",13,38,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",24.05,1757.25,0.00,0.00,3476.88,5234.13,"Stayed","Others","Others"
"87950-TAM","Female",32,"Yes","Tamil Nadu",13,26,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",69.55,69.55,0.00,0.00,49.43,118.98,"Churned","Attitude","Attitude of support person"
"73999-HAR","Male",36,"Yes","Haryana",9,18,"Deal 3","Yes","No","Yes","Cable","Yes","No","Yes","No","No","No","No","Yes","Two Year","Yes","Mailed Check",55.65,1709.50,0.00,0.00,1411.80,3121.30,"Stayed","Others","Others"
"81278-MAD","Female",40,"No","Madhya Pradesh",7,17,"Deal 2","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Credit Card",94.55,6646.05,0.00,0.00,1269.45,7915.50,"Stayed","Others","Others"
"94569-UTT","Female",45,"No","Uttar Pradesh",11,7,"Deal 2","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",19.75,1390.60,0.00,0.00,1549.40,2940.00,"Stayed","Others","Others"
"43546-KAR","Male",21,"Yes","Karnataka",7,2,"Deal 2","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Two Year","Yes","Credit Card",89.10,5411.65,0.00,0.00,2340.50,7752.15,"Stayed","Others","Others"
"78979-KAR","Male",46,"No","Karnataka",5,1,"Deal 2","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",107.75,4882.80,0.00,0.00,1341.45,6224.25,"Stayed","Others","Others"
"16243-DEL","Female",67,"No","Delhi",8,2,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.20,74.20,0.00,0.00,48.95,123.15,"Churned","Price","Price too high"
"24324-MAH","Female",56,"No","Maharashtra",1,6,"Deal 2","Yes","No","Yes","Cable","No","No","Yes","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",50.95,2610.65,0.00,0.00,521.56,3132.21,"Stayed","Others","Others"
"27812-MAD","Male",57,"No","Madhya Pradesh",7,8,"Deal 3","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check",20.25,500.50,0.00,0.00,979.44,1479.94,"Stayed","Others","Others"
"74869-GUJ","Female",57,"Yes","Gujarat",9,4,"Deal 1","No","No","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",58.35,4272.60,0.00,0.00,0.00,4272.60,"Stayed","Others","Others"
"93062-HAR","Female",31,"No","Haryana",10,10,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",19.85,934.20,0.00,0.00,1270.23,2204.43,"Stayed","Others","Others"
"11616-TAM","Male",26,"No","Tamil Nadu",6,2,"None","Yes","Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal",68.70,1416.20,0.00,0.00,650.00,2066.20,"Stayed","Others","Others"
"97001-HAR","Male",62,"Yes","Haryana",3,23,"Deal 1","Yes","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",109.95,7852.40,0.00,0.00,2936.16,10788.56,"Stayed","Others","Others"
"44934-TAM","Male",23,"Yes","Tamil Nadu",9,9,"Deal 2","Yes","Yes","Yes","Fiber Optic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",103.70,5071.05,36.61,0.00,1707.00,6741.44,"Churned","Competitor","Competitor had better devices"
"66335-UTT","Female",53,"No","Uttar Pradesh",3,2,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",20.85,272.35,0.00,0.00,359.06,631.41,"Stayed","Others","Others"
"94910-WES","Female",74,"Yes","West Bengal",6,3,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Two Year","No","Bank Withdrawal",85.35,1961.60,0.00,0.00,884.18,2845.78,"Stayed","Others","Others"
"53915-PUN","Female",76,"Yes","Punjab",8,8,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.15,70.15,0.00,0.00,47.97,118.12,"Churned","Competitor","Competitor made better offer"
"56043-KAR","Female",21,"No","Karnataka",8,1,"None","Yes","No","Yes","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",50.30,355.10,0.00,0.00,232.68,587.78,"Stayed","Others","Others"
"77072-UTT","Female",41,"Yes","Uttar Pradesh",8,3,"None","Yes","No","Yes","DSL","Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",60.00,487.75,0.00,0.00,374.24,861.99,"Stayed","Others","Others"
"56582-KAR","Male",58,"No","Karnataka",9,31,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.35,178.70,0.00,0.00,114.96,293.66,"Stayed","Others","Others"
"65939-TAM","Male",63,"No","Tamil Nadu",3,24,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card",24.80,1514.85,0.00,0.00,2256.00,3770.85,"Stayed","Others","Others"
"72125-AND","Male",23,"Yes","Andhra Pradesh",10,1,"Deal 4","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card",65.05,1427.55,0.00,10.00,963.16,2400.71,"Stayed","Others","Others"
"71887-KAR","Female",48,"No","Karnataka",5,15,"None","No","No","Yes","DSL","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",50.35,1277.50,0.00,0.00,0.00,1277.50,"Stayed","Others","Others"
"93409-ODI","Female",33,"No","Odisha",9,35,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",70.00,70.00,0.00,0.00,38.80,108.80,"Churned","Price","Price too high"
"91641-TEL","Female",22,"Yes","Telangana",15,15,"None","Yes","No","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",93.80,3502.60,0.00,0.00,1137.39,4639.99,"Stayed","Others","Others"
"13047-KER","Female",64,"No","Kerala",3,12,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",20.05,91.45,0.00,0.00,167.92,259.37,"Stayed","Others","Others"
"87313-GUJ","Female",19,"No","Gujarat",14,11,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal",20.65,1160.25,0.00,0.00,1822.08,2982.33,"Stayed","Others","Others"
"92985-HAR","Male",62,"No","Haryana",11,35,"None","No","No","Yes","Cable","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",39.30,1637.40,0.00,0.00,0.00,1637.40,"Churned","Competitor","Competitor offered higher download speeds"
"72969-GUJ","Female",20,"No","Gujarat",7,10,"None","No","No","Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal",66.80,4689.15,0.00,0.00,0.00,4689.15,"Stayed","Others","Others"
"57055-AND","Female",45,"No","Andhra Pradesh",8,30,"None","Yes","No","Yes","Cable","Yes","Yes","Yes","Yes","No","Yes","Yes","No","One Year","Yes","Credit Card",75.55,2680.15,0.00,100.00,1152.00,3932.15,"Stayed","Others","Others"
"51472-MAH","Female",82,"Yes","Maharashtra",6,13,"Deal 2","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",98.40,4187.75,0.00,0.00,1724.46,5912.21,"Churned","Competitor","Competitor had better devices"
"31546-AND","Male",35,"Yes","Andhra Pradesh",15,33,"Deal 4","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.50,402.85,0.00,0.00,690.69,1093.54,"Stayed","Others","Others"
"98159-HAR","Male",40,"No","Haryana",1,25,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.35,834.20,0.00,0.00,100.54,934.74,"Churned","Competitor","Competitor made better offer"
"39649-KAR","Male",42,"Yes","Karnataka",6,36,"None","Yes","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.80,4526.85,0.00,0.00,1317.18,5844.03,"Stayed","Others","Others"
"21945-KAR","Male",61,"No","Karnataka",7,5,"None","Yes","No","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",80.85,866.45,23.72,0.00,219.12,1061.85,"Churned","Competitor","Competitor offered more data"
"31566-UTT","Male",25,"No","Uttar Pradesh",9,28,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check",20.35,617.35,0.00,0.00,614.51,1231.86,"Stayed","Others","Others"
"55554-UTT","Male",31,"Yes","Uttar Pradesh",14,1,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",104.40,242.80,45.44,0.00,23.02,220.38,"Churned","Attitude","Attitude of support person"
"94028-TEL","Male",24,"Yes","Telangana",11,12,"Deal 4","Yes","No","Yes","DSL","Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Mailed Check",54.60,617.85,0.00,0.00,12.76,630.61,"Stayed","Others","Others"
"28848-RAJ","Male",69,"Yes","Rajasthan",14,30,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",89.95,6143.15,6.79,110.00,1127.46,7373.82,"Churned","Competitor","Competitor had better devices"
"67253-KAR","Female",69,"Yes","Karnataka",8,19,"Deal 2","Yes","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal",111.60,7322.20,0.00,0.00,1045.12,8367.32,"Stayed","Others","Others"
"24531-AND","Male",82,"No","Andhra Pradesh",10,5,"None","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",90.80,1951.00,0.00,0.00,95.40,2046.40,"Churned","Competitor","Competitor had better devices"
"65424-WES","Male",41,"No","West Bengal",9,13,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",89.25,1907.85,0.00,0.00,396.22,2304.07,"Churned","Competitor","Competitor had better devices"
"62994-KER","Male",41,"Yes","Kerala",1,36,"None","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Mailed Check",90.60,5817.45,0.00,0.00,2368.00,8185.45,"Stayed","Others","Others"
"85111-JHA","Female",26,"No","Jharkhand",3,2,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Credit Card",24.20,914.60,0.00,0.00,229.32,1143.92,"Stayed","Others","Others"
"18756-MAD","Female",18,"No","Madhya Pradesh",15,7,"Deal 3","Yes","No","Yes","DSL","No","Yes","No","No","Yes","No","No","Yes","One Year","Yes","Credit Card",58.60,2224.50,0.00,0.00,1878.63,4103.13,"Stayed","Others","Others"
"41777-JAM","Female",56,"No","Jammu & Kashmir",12,8,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",106.10,5082.80,0.00,0.00,1187.04,6269.84,"Churned","Other","Don't know"
"63441-RAJ","Male",40,"Yes","Rajasthan",13,13,"Deal 4","Yes","No","Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",89.40,2001.50,0.00,0.00,870.76,2872.26,"Churned","Dissatisfaction","Lack of self-service on Website"
"69527-UTT","Female",19,"No","Uttar Pradesh",8,16,"Deal 3","Yes","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",64.35,1944.75,0.00,0.00,1116.96,3061.71,"Stayed","Others","Others"
"72349-UTT","Male",72,"Yes","Uttar Pradesh",6,12,"None","Yes","No","Yes","Fiber Optic","No","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",72.85,688.65,0.00,30.00,54.60,773.25,"Churned","Competitor","Competitor had better devices"
"56123-AND","Female",50,"Yes","Andhra Pradesh",0,7,"None","Yes","No","Yes","DSL","Yes","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",66.70,979.20,0.00,0.00,329.04,1308.24,"Stayed","Others","Others"
"58749-MAD","Female",63,"Yes","Madhya Pradesh",7,9,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",80.40,2937.65,0.00,0.00,1775.88,4713.53,"Stayed","Others","Others"
"98901-KAR","Female",52,"No","Karnataka",12,30,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",70.50,70.50,0.00,0.00,41.39,111.89,"Churned","Competitor","Competitor offered higher download speeds"
"29152-AND","Female",57,"Yes","Andhra Pradesh",2,13,"Deal 4","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal",19.30,360.35,0.00,0.00,704.80,1065.15,"Stayed","Others","Others"
"14941-MAH","Female",43,"Yes","Maharashtra",2,30,"None","Yes","No","Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.25,1111.65,48.25,0.00,436.02,1499.42,"Churned","Competitor","Competitor had better devices"
"52196-RAJ","Female",45,"Yes","Rajasthan",13,33,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",44.75,333.65,0.00,0.00,200.90,534.55,"Stayed","Others","Others"
"73548-JHA","Female",32,"Yes","Jharkhand",5,15,"None","Yes","Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal",68.60,2877.05,0.00,0.00,1514.13,4391.18,"Stayed","Others","Others"
"74864-JHA","Female",51,"Yes","Jharkhand",15,34,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.55,96.10,0.00,0.00,122.65,218.75,"Stayed","Others","Others"
"71215-UTT","Female",70,"Yes","Uttar Pradesh",11,7,"None","No","No","Yes","DSL","No","No","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal",50.05,2743.45,0.00,0.00,0.00,2743.45,"Stayed","Others","Others"
"17866-HAR","Female",60,"Yes","Haryana",5,35,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",86.50,582.50,0.00,20.00,158.27,760.77,"Churned","Competitor","Competitor offered higher download speeds"
"25145-KAR","Female",42,"No","Karnataka",7,24,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",25.25,1841.20,0.00,0.00,3564.72,5405.92,"Stayed","Others","Others"
"47239-MAH","Male",56,"No","Maharashtra",6,33,"Deal 1","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",20.50,1502.25,0.00,0.00,3161.52,4663.77,"Stayed","Others","Others"
"14942-HAR","Male",23,"Yes","Haryana",10,11,"Deal 2","No","No","Yes","DSL","Yes","No","Yes","Yes","No","No","No","Yes","One Year","No","Bank Withdrawal",40.30,1794.80,0.00,0.00,0.00,1794.80,"Stayed","Others","Others"
"12305-AND","Male",28,"Yes","Andhra Pradesh",13,22,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Credit Card",20.35,422.70,0.00,0.00,473.13,895.83,"Stayed","Others","Others"
"11098-MAD","Female",30,"Yes","Madhya Pradesh",0,31,"Deal 1","Yes","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",95.10,6683.40,0.00,0.00,631.72,7315.12,"Stayed","Others","Others"
"65623-AND","Male",43,"No","Andhra Pradesh",8,26,"None","Yes","No","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",92.85,5305.05,0.00,0.00,2766.02,8071.07,"Stayed","Others","Others"
"49504-UTT","Male",81,"No","Uttar Pradesh",10,41,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal",100.60,3773.25,0.00,0.00,1455.30,5228.55,"Stayed","Others","Others"
"88152-TEL","Male",31,"Yes","Telangana",6,15,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.15,20.15,0.00,0.00,40.51,60.66,"Churned","Price","Long distance charges"
"16702-JAM","Female",47,"Yes","Jammu & Kashmir",3,29,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card",89.70,5042.65,41.66,0.00,212.24,5213.23,"Stayed","Others","Others"
"56990-WES","Male",26,"Yes","West Bengal",13,27,"None","No","No","Yes","Cable","No","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card",49.65,2409.90,0.00,0.00,0.00,2409.90,"Stayed","Others","Others"
"68710-UTT","Female",48,"No","Uttar Pradesh",13,7,"None","Yes","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Two Year","No","Credit Card",110.25,7279.35,0.00,30.00,3319.76,10629.11,"Stayed","Others","Others"
"55208-WES","Female",36,"No","West Bengal",9,13,"None","Yes","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal",98.20,7015.90,0.00,0.00,1834.56,8850.46,"Stayed","Others","Others"
"22543-UTT","Female",23,"Yes","Uttar Pradesh",4,9,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",19.65,1335.20,0.00,0.00,2211.67,3546.87,"Stayed","Others","Others"
"79499-UTT","Female",58,"Yes","Uttar Pradesh",11,6,"Deal 2","Yes","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Mailed Check",113.30,5258.85,0.00,0.00,1509.30,6768.15,"Stayed","Others","Others"
"54433-GUJ","Female",58,"No","Gujarat",6,11,"None","Yes","Yes","Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card",90.60,6441.85,0.00,0.00,2517.84,8959.69,"Stayed","Others","Others"
"39581-TAM","Female",24,"No","Tamil Nadu",8,6,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card",20.10,244.70,0.00,0.00,140.40,385.10,"Stayed","Others","Others"
"71900-RAJ","Male",43,"Yes","Rajasthan",7,17,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",20.20,1313.50,0.00,0.00,2783.03,4096.53,"Stayed","Others","Others"
"88789-TAM","Male",41,"Yes","Tamil Nadu",12,10,"None","Yes","No","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card",100.05,2490.45,0.00,0.00,199.10,2689.55,"Stayed","Others","Others"
"17956-WES","Male",57,"No","West Bengal",2,6,"None","Yes","Yes","Yes","DSL","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",49.90,1441.95,0.00,100.00,166.80,1708.75,"Stayed","Others","Others"
"33968-MAD","Male",63,"Yes","Madhya Pradesh",13,34,"None","Yes","No","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal",79.20,4016.30,0.00,0.00,859.56,4875.86,"Stayed","Others","Others"
"79898-PUN","Male",33,"Yes","Punjab",13,20,"None","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",85.90,1279.25,0.00,0.00,264.30,1543.55,"Stayed","Others","Others"
"93798-TAM","Male",64,"No","Tamil Nadu",1,6,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",45.30,45.30,0.00,30.00,28.37,103.67,"Churned","Competitor","Competitor offered higher download speeds"
"76580-TAM","Female",29,"Yes","Tamil Nadu",0,17,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.40,20.40,0.00,0.00,22.12,42.52,"Churned","Price","Long distance charges"
"79098-TAM","Female",55,"No","Tamil Nadu",9,31,"Deal 4","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Mailed Check",70.40,415.90,0.00,0.00,602.60,1018.50,"Stayed","Others","Others"
"78104-JHA","Female",61,"Yes","Jharkhand",11,9,"Deal 4","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",78.95,1101.85,0.00,0.00,229.04,1330.89,"Churned","Competitor","Competitor made better offer"
"58802-TAM","Female",42,"Yes","Tamil Nadu",0,32,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",89.05,1448.60,0.00,0.00,191.36,1639.96,"Churned","Competitor","Competitor made better offer"
"88980-HAR","Female",41,"Yes","Haryana",9,15,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal",23.30,820.40,0.00,0.00,228.20,1048.60,"Stayed","Others","Others"
"74134-GUJ","Female",56,"Yes","Gujarat",5,26,"None","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal",90.95,6468.60,0.00,0.00,3070.08,9538.68,"Stayed","Others","Others"
"14424-JHA","Male",41,"Yes","Jharkhand",14,13,"None","Yes","No","Yes","Cable","No","No","No","Yes","Yes","No","No","Yes","Two Year","Yes","Credit Card",59.80,3808.20,0.00,0.00,664.95,4473.15,"Stayed","Others","Others"
"62603-TEL","Male",45,"No","Telangana",10,35,"Deal 5","No","No","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",34.20,256.60,0.00,0.00,0.00,256.60,"Stayed","Others","Others"
"93193-TAM","Male",73,"No","Tamil Nadu",14,14,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",46.00,46.00,0.00,0.00,7.74,53.74,"Churned","Competitor","Competitor had better devices"
"47045-TAM","Male",74,"No","Tamil Nadu",13,20,"None","Yes","No","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",73.00,73.00,0.00,0.00,20.55,93.55,"Churned","Competitor","Competitor offered more data"
"52976-PUN","Female",72,"Yes","Punjab",4,8,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",75.05,256.25,0.00,0.00,71.46,327.71,"Churned","Competitor","Competitor had better devices"
"43116-JAM","Female",43,"No","Jammu & Kashmir",10,30,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.75,164.50,0.00,0.00,16.64,181.14,"Churned","Competitor","Competitor made better offer"
"45349-RAJ","Male",22,"Yes","Rajasthan",9,2,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card",25.60,514.75,0.00,0.00,587.42,1102.17,"Stayed","Others","Others"
"33573-DEL","Female",20,"Yes","Delhi",7,11,"Deal 1","Yes","Yes","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal",109.50,7674.55,0.00,150.00,2931.60,10756.15,"Churned","Attitude","Attitude of service provider"
"22108-BIH","Female",48,"Yes","Bihar",2,21,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",25.15,702.00,0.00,0.00,131.37,833.37,"Stayed","Others","Others"
"91259-TEL","Female",39,"No","Telangana",4,6,"Deal 2","Yes","No","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",19.65,779.25,0.00,0.00,288.53,1067.78,"Stayed","Others","Others"
"32663-BIH","Female",75,"Yes","Bihar",4,22,"Deal 4","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Two Year","Yes","Credit Card",58.40,964.90,0.00,0.00,852.12,1817.02,"Stayed","Others","Others"
"88485-HAR","Female",48,"Yes","Haryana",9,37,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card",25.05,1923.80,0.00,0.00,3183.64,5107.44,"Stayed","Others","Others"
"37708-BIH","Female",71,"Yes","Bihar",4,30,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",75.50,1893.95,0.00,0.00,286.20,2180.15,"Churned","Competitor","Competitor had better devices"
"21268-GUJ","Female",46,"No","Gujarat",11,26,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.05,157.65,0.00,0.00,281.52,439.17,"Stayed","Others","Others"
"89370-TAM","Female",70,"No","Tamil Nadu",5,9,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal",70.65,3827.65,0.00,0.00,604.80,4432.45,"Stayed","Others","Others"
