"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","phone_service","multiple_lines","internet_service","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","customer_status","churn_category","churn_reason"
"86289-UTT","Male",27,"No","Uttar Pradesh",4,27,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.30,20.30,0.00,0.00,29.19,49.49,"Joined","Others","Others"
"32586-UTT","Female",25,"No","Uttar Pradesh",15,10,"None","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",70.40,25.75,0.00,0.00,15.22,40.97,"Joined","Others","Others"
"66749-KER","Female",47,"No","Kerala",9,5,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.75,20.75,0.00,0.00,36.28,57.03,"Joined","Others","Others"
"46479-GUJ","Male",41,"Yes","Gujarat",0,13,"None","Yes","No","Yes","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Two Year","No","Credit Card",71.10,213.35,2.62,0.00,111.00,321.73,"Joined","Others","Others"
"53295-WES","Female",35,"No","West Bengal",7,33,"Deal 5","Yes","Yes","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",25.70,25.70,0.00,0.00,43.84,69.54,"Joined","Others","Others"
"15349-UTT","Male",47,"Yes","Uttar Pradesh",9,12,"Deal 5","Yes","Yes","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",50.15,50.15,0.00,0.00,39.87,90.02,"Joined","Others","Others"
"28281-KAR","Male",56,"Yes","Karnataka",8,32,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",80.35,253.80,0.00,0.00,148.89,402.69,"Joined","Others","Others"
"88111-MAH","Female",52,"Yes","Maharashtra",15,32,"None","Yes","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",83.40,83.40,0.00,0.00,43.06,126.46,"Joined","Others","Others"
"42029-TAM","Male",32,"Yes","Tamil Nadu",3,30,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",20.50,76.95,0.00,0.00,111.03,187.98,"Joined","Others","Others"
"12490-TEL","Female",52,"No","Telangana",9,6,"None","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",74.75,238.10,38.84,0.00,37.50,236.76,"Joined","Others","Others"
"34024-AND","Female",45,"Yes","Andhra Pradesh",4,21,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.05,20.05,0.00,0.00,7.66,27.71,"Joined","Others","Others"
"71752-TEL","Female",51,"No","Telangana",4,2,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.90,57.40,0.00,0.00,53.80,111.20,"Joined","Others","Others"
"62968-UTT","Female",18,"No","Uttar Pradesh",4,3,"None","Yes","No","Yes","Cable","No","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card",59.55,59.55,0.00,0.00,41.39,100.94,"Joined","Others","Others"
"68826-MAH","Male",48,"No","Maharashtra",14,1,"None","No","No","Yes","Cable","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",24.70,24.70,0.00,0.00,0.00,24.70,"Joined","Others","Others"
"36017-TAM","Female",52,"Yes","Tamil Nadu",15,23,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.55,19.55,0.00,0.00,40.63,60.18,"Joined","Others","Others"
"83610-BIH","Female",66,"Yes","Bihar",0,11,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal",74.20,140.10,0.00,0.00,14.58,154.68,"Joined","Others","Others"
"32563-KAR","Female",34,"Yes","Karnataka",3,22,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",69.80,146.65,0.00,10.00,22.38,179.03,"Joined","Others","Others"
"36284-ODI","Male",43,"Yes","Odisha",4,13,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",44.55,44.55,0.00,0.00,41.10,85.65,"Joined","Others","Others"
"46378-MAH","Female",59,"Yes","Maharashtra",15,10,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",70.40,154.80,0.00,0.00,14.98,169.78,"Joined","Others","Others"
"44202-TEL","Female",50,"Yes","Telangana",9,14,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",69.95,69.95,0.00,0.00,11.45,81.40,"Joined","Others","Others"
"17154-HAR","Male",32,"No","Haryana",13,4,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check",18.80,18.80,0.00,0.00,43.57,62.37,"Joined","Others","Others"
"19837-TAM","Female",57,"Yes","Tamil Nadu",4,6,"None","No","No","Yes","Cable","No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",51.40,96.80,0.00,0.00,0.00,96.80,"Joined","Others","Others"
"13666-UTT","Male",57,"Yes","Uttarakhand",15,16,"None","Yes","No","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",95.40,293.15,0.00,0.00,51.03,344.18,"Joined","Others","Others"
"48307-WES","Female",56,"No","West Bengal",4,15,"Deal 5","Yes","No","Yes","Cable","No","No","Yes","No","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal",69.95,220.45,0.00,30.00,88.53,338.98,"Joined","Others","Others"
"26412-ASS","Female",30,"No","Assam",7,18,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",20.70,39.85,0.00,0.00,27.78,67.63,"Joined","Others","Others"
"86891-GUJ","Male",25,"No","Gujarat",7,5,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.05,20.05,0.00,0.00,18.15,38.20,"Joined","Others","Others"
"34101-TAM","Female",41,"No","Tamil Nadu",5,35,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.20,50.60,0.00,0.00,55.29,105.89,"Joined","Others","Others"
"63464-AND","Male",48,"No","Andhra Pradesh",7,5,"None","Yes","No","Yes","DSL","No","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card",60.65,196.90,0.00,0.00,67.47,264.37,"Joined","Others","Others"
"92134-BIH","Male",24,"No","Bihar",5,11,"None","No","No","Yes","DSL","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",34.80,113.95,0.00,0.00,0.00,113.95,"Joined","Others","Others"
"48051-GUJ","Female",49,"Yes","Gujarat",0,36,"None","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","One Year","No","Credit Card",25.85,25.85,0.00,0.00,0.00,25.85,"Joined","Others","Others"
"19811-MAH","Female",35,"Yes","Maharashtra",10,7,"Deal 5","Yes","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal",89.85,248.40,0.00,0.00,99.90,348.30,"Joined","Others","Others"
"82473-AND","Male",63,"Yes","Andhra Pradesh",10,1,"Deal 5","No","No","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",29.80,94.40,0.00,0.00,0.00,94.40,"Joined","Others","Others"
"89512-JAM","Male",57,"No","Jammu & Kashmir",3,34,"None","Yes","Yes","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",60.95,134.60,0.00,0.00,29.76,164.36,"Joined","Others","Others"
"27553-UTT","Female",53,"Yes","Uttar Pradesh",0,18,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.30,20.30,0.00,0.00,4.09,24.39,"Joined","Others","Others"
"83196-UTT","Female",61,"Yes","Uttar Pradesh",3,10,"None","Yes","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",80.55,188.10,0.00,0.00,10.60,198.70,"Joined","Others","Others"
"95735-PUN","Female",53,"No","Punjab",10,21,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.25,48.35,0.00,0.00,42.36,90.71,"Joined","Others","Others"
"52279-TAM","Male",53,"No","Tamil Nadu",15,26,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80.70,239.45,0.00,0.00,71.16,310.61,"Joined","Others","Others"
"46004-TAM","Male",25,"Yes","Tamil Nadu",1,6,"None","Yes","No","Yes","DSL","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",50.15,132.40,0.00,0.00,47.04,179.44,"Joined","Others","Others"
"45672-TAM","Female",29,"No","Tamil Nadu",0,2,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.20,20.20,0.00,0.00,42.15,62.35,"Joined","Others","Others"
"19541-ODI","Female",37,"Yes","Odisha",15,14,"Deal 5","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",45.25,74.20,0.00,0.00,79.00,153.20,"Joined","Others","Others"
"79777-MAH","Male",77,"Yes","Maharashtra",13,33,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",72.60,154.30,0.00,0.00,30.38,184.68,"Joined","Others","Others"
"95822-AND","Male",34,"Yes","Andhra Pradesh",3,26,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",19.20,19.20,0.00,0.00,17.89,37.09,"Joined","Others","Others"
"97828-MAH","Female",57,"No","Maharashtra",0,12,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",92.00,266.80,0.00,0.00,46.80,313.60,"Joined","Others","Others"
"54564-AND","Female",55,"Yes","Andhra Pradesh",11,7,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",76.10,257.60,0.00,0.00,43.05,300.65,"Joined","Others","Others"
"84720-GUJ","Male",55,"Yes","Gujarat",11,6,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.20,19.20,0.00,0.00,32.78,51.98,"Joined","Others","Others"
"38779-HAR","Female",25,"No","Haryana",13,19,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",20.05,75.45,0.00,0.00,113.55,189.00,"Joined","Others","Others"
"39623-HAR","Female",85,"No","Haryana",2,10,"Deal 5","Yes","No","Yes","Fiber Optic","No","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",74.60,239.05,0.00,30.00,118.53,387.58,"Joined","Others","Others"
"53186-HAR","Male",74,"Yes","Haryana",10,2,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal",45.25,45.25,0.00,0.00,11.89,57.14,"Joined","Others","Others"
"82010-WES","Female",46,"No","West Bengal",14,7,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",79.55,151.75,0.00,0.00,51.12,202.87,"Joined","Others","Others"
"46865-PUN","Female",18,"No","Punjab",11,1,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.45,145.15,0.00,0.00,57.22,202.37,"Joined","Others","Others"
"99488-KAR","Male",50,"Yes","Karnataka",10,31,"None","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",24.40,24.40,0.00,0.00,0.00,24.40,"Joined","Others","Others"
"73547-KAR","Female",43,"Yes","Karnataka",13,16,"None","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",84.05,134.05,0.00,0.00,44.46,178.51,"Joined","Others","Others"
"12469-AND","Male",24,"Yes","Andhra Pradesh",11,4,"None","Yes","No","Yes","DSL","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card",55.30,55.30,0.00,0.00,36.69,91.99,"Joined","Others","Others"
"77137-MAH","Male",52,"No","Maharashtra",1,8,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check",45.55,45.55,0.00,0.00,16.34,61.89,"Joined","Others","Others"
"35075-PUN","Male",64,"Yes","Punjab",5,9,"None","Yes","No","Yes","Cable","No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card",55.05,55.05,0.00,0.00,14.65,69.70,"Joined","Others","Others"
"61474-TEL","Male",52,"Yes","Telangana",11,17,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.35,20.35,0.00,0.00,31.97,52.32,"Joined","Others","Others"
"63883-KAR","Female",33,"Yes","Karnataka",12,26,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check",20.45,42.45,0.00,0.00,94.38,136.83,"Joined","Others","Others"
"19041-AND","Female",36,"No","Andhra Pradesh",6,21,"Deal 5","No","No","Yes","Cable","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card",35.10,101.10,0.00,0.00,0.00,101.10,"Joined","Others","Others"
"74378-KAR","Female",37,"Yes","Karnataka",12,30,"None","Yes","No","Yes","DSL","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",54.45,87.30,0.00,0.00,39.74,127.04,"Joined","Others","Others"
"23605-MAH","Female",31,"Yes","Maharashtra",1,19,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.75,20.75,0.00,0.00,7.57,28.32,"Joined","Others","Others"
"22765-MAH","Female",40,"Yes","Maharashtra",6,16,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.45,19.45,0.00,0.00,16.44,35.89,"Joined","Others","Others"
"93521-MAH","Female",55,"No","Maharashtra",6,35,"None","Yes","No","Yes","DSL","No","No","No","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",50.15,49.30,0.00,10.00,14.97,74.27,"Joined","Others","Others"
"56460-MAH","Male",38,"Yes","Maharashtra",12,23,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",85.90,129.20,0.00,10.00,5.44,144.64,"Joined","Others","Others"
"94305-KAR","Male",49,"Yes","Karnataka",5,18,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.75,19.75,0.00,0.00,5.32,25.07,"Joined","Others","Others"
"15591-KAR","Female",26,"No","Karnataka",3,31,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.40,20.40,0.00,0.00,45.91,66.31,"Joined","Others","Others"
"98334-MAD","Male",67,"Yes","Madhya Pradesh",15,20,"Deal 3","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",20.20,65.95,0.00,0.00,95.43,161.38,"Joined","Others","Others"
"47737-UTT","Male",42,"No","Uttar Pradesh",15,25,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.65,19.65,0.00,0.00,16.91,36.56,"Joined","Others","Others"
"24696-BIH","Female",69,"Yes","Bihar",0,20,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",43.95,85.10,0.00,0.00,38.18,123.28,"Joined","Others","Others"
"18829-TAM","Female",49,"Yes","Tamil Nadu",4,31,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",18.80,56.00,0.00,0.00,19.83,75.83,"Joined","Others","Others"
"72391-UTT","Male",35,"No","Uttar Pradesh",1,7,"None","No","No","Yes","DSL","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",35.00,35.00,0.00,0.00,0.00,35.00,"Joined","Others","Others"
"77230-RAJ","Female",59,"Yes","Rajasthan",5,4,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",19.65,31.20,0.00,0.00,15.60,46.80,"Joined","Others","Others"
"52403-WES","Female",66,"Yes","West Bengal",9,6,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal",71.25,71.25,0.00,10.00,17.60,98.85,"Joined","Others","Others"
"19998-AND","Female",18,"No","Andhra Pradesh",0,2,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card",85.70,256.75,0.00,0.00,89.52,346.27,"Joined","Others","Others"
"36483-KAR","Male",42,"No","Karnataka",2,14,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.75,19.75,0.00,0.00,15.77,35.52,"Joined","Others","Others"
"54598-TAM","Male",59,"No","Tamil Nadu",11,32,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.75,39.30,0.00,0.00,3.94,43.24,"Joined","Others","Others"
"66669-HAR","Male",44,"No","Haryana",12,32,"Deal 5","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",44.05,44.05,0.00,0.00,30.73,74.78,"Joined","Others","Others"
"35606-BIH","Male",76,"Yes","Bihar",12,18,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","No","No","No","One Year","No","Credit Card",75.05,202.90,5.49,10.00,124.32,331.73,"Joined","Others","Others"
"33773-UTT","Male",58,"Yes","Uttar Pradesh",3,6,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.60,20.60,0.00,0.00,1.48,22.08,"Joined","Others","Others"
"43877-PUN","Male",23,"No","Punjab",6,3,"None","Yes","No","Yes","DSL","No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal",60.85,111.40,0.00,0.00,30.50,141.90,"Joined","Others","Others"
"16764-WES","Male",40,"No","West Bengal",15,13,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",20.80,20.80,0.00,0.00,48.14,68.94,"Joined","Others","Others"
"95991-MAD","Female",37,"Yes","Madhya Pradesh",0,32,"None","Yes","No","Yes","Cable","No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card",50.25,152.30,0.00,0.00,84.57,236.87,"Joined","Others","Others"
"56256-UTT","Male",40,"No","Uttar Pradesh",14,15,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",70.30,220.40,0.00,0.00,29.22,249.62,"Joined","Others","Others"
"32587-UTT","Female",30,"No","Uttar Pradesh",1,27,"None","Yes","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card",45.45,141.70,0.00,0.00,61.11,202.81,"Joined","Others","Others"
"86970-KER","Male",57,"Yes","Kerala",2,9,"None","Yes","No","Yes","DSL","No","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",49.50,49.50,0.00,30.00,16.99,96.49,"Joined","Others","Others"
"66766-UTT","Female",38,"No","Uttar Pradesh",6,10,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.95,212.40,27.60,0.00,4.92,189.72,"Joined","Others","Others"
"34713-KER","Male",58,"Yes","Kerala",1,29,"Deal 5","Yes","Yes","Yes","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card",90.75,174.75,0.00,0.00,54.34,229.09,"Joined","Others","Others"
"82170-TAM","Male",41,"No","Tamil Nadu",5,29,"None","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check",44.60,44.60,0.00,0.00,45.28,89.88,"Joined","Others","Others"
"74033-ASS","Female",45,"Yes","Assam",15,20,"None","No","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",25.25,25.25,0.00,0.00,0.00,25.25,"Joined","Others","Others"
"26139-KAR","Male",76,"No","Karnataka",5,22,"Deal 5","Yes","No","Yes","DSL","No","No","Yes","No","No","No","No","Yes","Two Year","No","Mailed Check",49.95,107.10,0.00,0.00,75.94,183.04,"Joined","Others","Others"
"32966-HAR","Female",23,"No","Haryana",3,7,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.20,19.20,0.00,0.00,26.37,45.57,"Joined","Others","Others"
"94124-MAH","Female",21,"No","Maharashtra",9,8,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",79.95,174.45,0.00,0.00,75.40,249.85,"Joined","Others","Others"
"13823-TEL","Female",31,"Yes","Telangana",1,28,"Deal 5","No","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal",24.50,46.40,0.00,0.00,0.00,46.40,"Joined","Others","Others"
"57457-MAD","Female",46,"No","Madhya Pradesh",14,34,"Deal 1","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check",20.00,38.00,0.00,0.00,68.76,106.76,"Joined","Others","Others"
"96967-CHH","Female",33,"No","Chhattisgarh",5,8,"Deal 1","Yes","No","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal",89.35,89.35,0.00,0.00,5.36,94.71,"Joined","Others","Others"
"71210-WES","Female",58,"No","West Bengal",15,28,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card",19.85,19.85,0.00,0.00,29.10,48.95,"Joined","Others","Others"
"53764-WES","Male",36,"No","West Bengal",10,23,"None","No","No","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",24.90,24.90,0.00,0.00,0.00,24.90,"Joined","Others","Others"
"39128-PUN","Male",36,"No","Punjab",15,22,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",44.75,44.75,0.00,10.00,18.57,73.32,"Joined","Others","Others"
"65405-MAH","Female",65,"Yes","Maharashtra",7,18,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check",20.25,71.20,0.00,0.00,4.41,75.61,"Joined","Others","Others"
"87024-KAR","Male",58,"No","Karnataka",14,8,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card",71.30,157.75,0.00,0.00,13.48,171.23,"Joined","Others","Others"
"99855-MAH","Female",50,"Yes","Maharashtra",5,29,"None","Yes","No","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",69.70,135.20,0.00,0.00,31.34,166.54,"Joined","Others","Others"
"39866-MAH","Female",24,"No","Maharashtra",1,12,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",45.55,84.40,0.00,10.00,83.80,178.20,"Joined","Others","Others"
"97427-JAM","Female",27,"Yes","Jammu & Kashmir",9,2,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",20.35,20.35,0.00,0.00,29.86,50.21,"Joined","Others","Others"
"92527-KAR","Female",40,"No","Karnataka",7,16,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card",20.05,20.05,0.00,0.00,3.23,23.28,"Joined","Others","Others"
"33910-TEL","Female",63,"No","Telangana",4,30,"Deal 1","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal",19.55,61.05,0.00,0.00,122.94,183.99,"Joined","Others","Others"
"85506-MAH","Female",23,"No","Maharashtra",0,10,"None","Yes","No","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card",20.20,34.75,0.00,0.00,76.82,111.57,"Joined","Others","Others"
"57012-TAM","Female",78,"Yes","Tamil Nadu",11,29,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",45.20,45.20,0.00,0.00,49.34,94.54,"Joined","Others","Others"
"46190-GUJ","Male",27,"Yes","Gujarat",0,36,"Deal 5","Yes","No","Yes","DSL","No","No","No","No","No","Yes","Yes","No","Month-to-Month","No","Mailed Check",55.55,55.55,0.00,30.00,33.32,118.87,"Joined","Others","Others"
"36628-GUJ","Female",44,"Yes","Gujarat",7,1,"Deal 5","Yes","No","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",80.15,194.55,0.00,0.00,53.16,247.71,"Joined","Others","Others"
"46730-ASS","Female",18,"No","Assam",5,4,"Deal 5","Yes","No","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal",74.75,144.80,0.00,0.00,87.12,231.92,"Joined","Others","Others"
"47492-AND","Female",30,"Yes","Andhra Pradesh",15,24,"Deal 5","Yes","No","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal",20.15,20.15,0.00,0.00,18.63,38.78,"Joined","Others","Others"
"33472-HAR","Female",77,"No","Haryana",0,16,"None","Yes","No","Yes","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal",73.85,196.40,0.00,0.00,139.95,336.35,"Joined","Others","Others"
"49273-PUD","Female",45,"Yes","Puducherry",11,15,"Deal 5","Yes","No","Yes","DSL","Yes","Yes","No","Yes","No","No","No","Yes","Two Year","No","Mailed Check",59.50,130.50,0.00,0.00,85.10,215.60,"Joined","Others","Others"
"44700-DEL","Female",48,"No","Delhi",10,19,"Deal 5","Yes","Yes","Yes","Fiber Optic","No","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",84.60,84.60,0.00,0.00,7.34,91.94,"Joined","Others","Others"
"25517-RAJ","Female",40,"No","Rajasthan",4,10,"None","Yes","Yes","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal",91.45,171.45,0.00,10.00,98.82,280.27,"Joined","Others","Others"
"25733-HAR","Female",80,"No","Haryana",8,33,"Deal 5","Yes","No","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","No","No","One Year","Yes","Credit Card",95.50,181.65,0.00,10.00,66.20,257.85,"Joined","Others","Others"
